cnt,course_cmu_id,course_piazza_id,name,prof,term,course_id,stats_i_answers,stats_net_time,stats_posts,stats_questions,stats_response_time,stats_s_answers,top_user_0_answers,top_user_0_asks,top_user_0_days,top_user_0_posts,top_user_0_user_id,top_user_0_views,top_user_1_answers,top_user_1_asks,top_user_1_days,top_user_1_posts,top_user_1_user_id,top_user_1_views,top_user_2_answers,top_user_2_asks,top_user_2_days,top_user_2_posts,top_user_2_user_id,top_user_2_views
1,48731-A,jcm1k0d6pd570,Sustainable Design Synthesis Prep,None,Spring 2018,jcm1k0d6pd570,,0,5,5,,0,,,,,,,,,,,,,,,,,,
7,53312,jcm2hnqnwdbq,Guest Experience and Theme Park Design,None,Spring 2018,jcm2hnqnwdbq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,27765,jcm6ardzb1g4se,Energy Efficiency Applications of Optical Coatings,None,Spring 2018,jcm6ardzb1g4se,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,05435,jcm8l8z3obg4p3,Applied Fabrication Techniques for HCI,Meg Richards,Spring 2018,jcm8l8z3obg4p3,,0,6,6,,0,,,,,,,,,,,,,,,,,,
1,76270-D,jcm8xogwd9k26j,Writing for the Professions,None,Spring 2018,jcm8xogwd9k26j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
11,ECE,jcm9f3gd1347aa,Teaching Assistant Education Program,None,Spring 2018,jcm9f3gd1347aa,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,27770-A,jcmah1heyh7cy,"Electronic, Magnetic, and Optical Properties",None,Spring 2018,jcmah1heyh7cy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
15,04605-A,jcmanlzvrfl6z9,MSIT Second-Year Seminar,"Aneth Batamuliza, msaint@rwanda.cmu.edu, Lucy-Anna Kelly",Spring 2018,jcmanlzvrfl6z9,,0,20,12,,1,,,,,,,,,,,,,,,,,,
6,21301-B,jcmb84kjkaf35v,Combinatorics,None,Spring 2018,jcmb84kjkaf35v,,0,6,6,,0,,,,,,,,,,,,,,,,,,
5,76271-A,jcmbd0cg9j03ob,Introduction to Professional and Technical Writing,None,Spring 2018,jcmbd0cg9j03ob,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,54136,jcmc3gsmgs93br,Writing the Musical Book,None,Spring 2018,jcmc3gsmgs93br,,0,5,5,,0,,,,,,,,,,,,,,,,,,
57,21292-1,jcmdfltoje411g,Operations Research I,Michael Tait,Spring 2018,jcmdfltoje411g,24.0,0,121,39,824.0,4,0.0,11.0,90.0,15.0,ie1u3f3cbrk23q,26.0,2.0,6.0,107.0,11.0,iprn4rmtxofk9,28.0,0.0,3.0,79.0,6.0,hkud5by0x1c62r,29.0
5,90907-A,jcmdtzivx60255,Econometric Theory and Methods,None,Spring 2018,jcmdtzivx60255,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,03350-A,jcmeowimmv47hp,Developmental Biology,None,Spring 2018,jcmeowimmv47hp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,82101-A,jcmjb1d9v9x5w5,Elementary French I,None,Spring 2018,jcmjb1d9v9x5w5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,67308,jcmme3ypa3d6zf,Innovation Studio: Health Care Information Systems,None,Spring 2018,jcmme3ypa3d6zf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
8,95808-A3,jcmni06r6f62e4,IT Project Management,None,Spring 2018,jcmni06r6f62e4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
9,80135,jcmp30b5p2f46j,Introduction to Political Philosophy,None,Spring 2018,jcmp30b5p2f46j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
232,15-110,jcngkxw9pahxm,Principles of Computing,Tom Cortina,Spring 2018,jcngkxw9pahxm,583.0,0,1789,593,684.0,42,1.0,33.0,88.0,49.0,j4kh25en4586sv,239.0,2.0,19.0,36.0,44.0,ie1u41ywxwq2ic,189.0,0.0,23.0,42.0,42.0,iprn4yrje8frk,170.0
2,42624,jcnik43vyiw3a6,Biological Transport and Drug Delivery,None,Spring 2018,jcnik43vyiw3a6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
8,24788-A,jcnnf89ajkj9,Artificial Intelligence and Machine Learning - Project,None,Spring 2018,jcnnf89ajkj9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,79281-A,jcns5tfjxw567y,Introduction to Religion,None,Spring 2018,jcns5tfjxw567y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,24689-A,jcnurepyph71us,Special Topics: Modern Manufacturing in Steeltown,None,Spring 2018,jcnurepyph71us,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,45852-E3,jco0wfxaonm7b5,Optimization Methods in Finance 17-18 E3,None,Spring 2018,jco0wfxaonm7b5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
27,06611-A,jco625g6qvcef,Special Topics: Computer Science in Chemical Engineering,"Nick Sahinidis, Yunhan Wen, Carlos Jose Nohra Khouri",Spring 2018,jco625g6qvcef,2.0,0,49,28,,1,,,,,,,,,,,,,,,,,,
14,49801,jcocpqg2ie034f,Enterprise Innovation,Shantha Mohan,Spring 2018,jcocpqg2ie034f,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,98194-A,jcog2lsz1vo5cd,Student Taught Courses (StuCo):Introduction to Puzzle Hunts,None,Spring 2018,jcog2lsz1vo5cd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,33448-A,jcozxp0r8km55k,Introduction to Solid State Physics,None,Spring 2018,jcozxp0r8km55k,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,76101 MINI1 1:30 PUBLIC PROBLEMS WETZEL,jcp2zp7f9lm1ww,76101 mini1 1:30 Public Problems Wetzel,None,Spring 2018,jcp2zp7f9lm1ww,,0,5,5,,0,,,,,,,,,,,,,,,,,,
7,12735-A,jcp36ykonwx16s,Urban Systems Modeling,None,Spring 2018,jcp36ykonwx16s,,0,5,5,,0,,,,,,,,,,,,,,,,,,
19,24618-A,jcp3uoptog01uc,Special Topics: Computational Analysis of Transport Phenomena,"Jiazhen Qiao, Satbir Singh",Spring 2018,jcp3uoptog01uc,27.0,0,124,41,717.0,2,1.0,15.0,23.0,33.0,is9rkangmbm29b,22.0,0.0,5.0,12.0,10.0,iy0i5gagbnw23v,19.0,0.0,2.0,61.0,7.0,iayosvtnwdkv,13.0
2,21272-A,jcp45kq1keb5ov,Introduction to Partial Differential Equations,None,Spring 2018,jcp45kq1keb5ov,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,21302,jcp6gwkq642xm,Lambda Calculus,None,Spring 2018,jcp6gwkq642xm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,12724-A,jcp7pvheds539l,Biological Wastewater Treatment,Chelsea Kolb,Spring 2018,jcp7pvheds539l,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,76101 MINI1 9:30 PUBLIC PROBLEMS MAYSHLE,jcp9acp7vxv15v,76101 mini1 9:30 Public Problems Mayshle,None,Spring 2018,jcp9acp7vxv15v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,70438-A,jcpah6un4i65me,Commercialization and Innovation,None,Spring 2018,jcpah6un4i65me,,0,5,5,,0,,,,,,,,,,,,,,,,,,
43,14-740,jcpamqkqxlkw1,Fundamentals of Telecommunication Networks,Gregory Kesden,Spring 2018,jcpamqkqxlkw1,72.0,0,294,105,2272.0,26,13.0,4.0,100.0,24.0,h66hq0e85qg1xz,79.0,3.0,9.0,70.0,21.0,j2yko1vvENL,84.0,2.0,11.0,85.0,18.0,ioa6urh0ta193,82.0
4,16682-A,jcpatcjce80347,MRSD Project II,None,Spring 2018,jcpatcjce80347,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,18310,jcpavuair1j4y6,Fundamentals of Semiconductor Devices,None,Spring 2018,jcpavuair1j4y6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,36731-A3,jcphoenz3z23rh,Foundations of Causal Inference,None,Spring 2018,jcphoenz3z23rh,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,76101-HH,jcpjd7ovx2n4vc,Interpretation and Argument-HH,None,Spring 2018,jcpjd7ovx2n4vc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,79235-A,jcpoc7r8y645pr,Caribbean Cultures,None,Spring 2018,jcpoc7r8y645pr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
14,19819,jcpp7g3twof2cg,"A/B Testing, Design and Analysis",None,Spring 2018,jcpp7g3twof2cg,,0,6,6,,0,,,,,,,,,,,,,,,,,,
1,16474-A,jcpr7fzixmy6mf,Robotics Capstone,None,Spring 2018,jcpr7fzixmy6mf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,03230-W,jcprjrahecdlt,Intro to Mammalian Physiology,"Safia Hemati, Nesrine Affara",Spring 2018,jcprjrahecdlt,,0,8,8,,0,,,,,,,,,,,,,,,,,,
2,57435,jcps3315i5a1f0,German Literature and Repertoire,None,Spring 2018,jcps3315i5a1f0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
18,70455-A,jcpsukrxixcpu,Modern Data Management,Zachary Lipton,Spring 2018,jcpsukrxixcpu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,80336,jcpucuk543s660,Philosophy of Law,None,Spring 2018,jcpucuk543s660,,0,5,5,,0,,,,,,,,,,,,,,,,,,
26,15-400,jcqbbap6zme41q,Research Practicum in Computer Science,Todd C. Mowry,Spring 2018,jcqbbap6zme41q,,0,18,18,,0,,,,,,,,,,,,,,,,,,
8,73365-A,jcqciinly4k7fi,"Firms, Market Structures, and Strategy",Sinan Sarpca,Spring 2018,jcqciinly4k7fi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,82234-A,jcqcs74052f188,China in the Age of Reform,None,Spring 2018,jcqcs74052f188,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,99236,jcqdnu85q7z4zk,Introduction to Environmental Ideas,None,Spring 2018,jcqdnu85q7z4zk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,45697-A3,jcqeer9yaas6qz,Germany Study Abroad Preparatory 17-18 A3,None,Spring 2018,jcqeer9yaas6qz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,51460,jcqh8ocloti76o,Re-Thinking the Yellow School Bus Experience,None,Spring 2018,jcqh8ocloti76o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,80520,jcqhzqm3oul5ue,Seminar on Philosophy of Science,None,Spring 2018,jcqhzqm3oul5ue,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,46870-A,jcqjyzhvs1e7l5,Business Fundamentals for High Tech Product Management,None,Spring 2018,jcqjyzhvs1e7l5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,95889,jcqkkuv39zryu,Applied Threat Analysis,None,Spring 2018,jcqkkuv39zryu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
10,76101-J,jcqmiurfm6wka,Interpretation and Argument-J,None,Spring 2018,jcqmiurfm6wka,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,JEWS,jcqn5re1vmq3xo,Jews and Muslims in History,None,Spring 2018,jcqn5re1vmq3xo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,76360,jcqo3p91fmx5dm,Literary Journalism Workshop,None,Spring 2018,jcqo3p91fmx5dm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
10,17657-A,jcqq5v9xus5ci,Communication for Software Engineers II,None,Spring 2018,jcqq5v9xus5ci,,0,5,5,,0,,,,,,,,,,,,,,,,,,
16,18799,jcqqc9mnts73ii,Special Topics in Signal Processing: Advanced Machine Learning,"Ole J. Mengshoel, Huan Cheng",Spring 2018,jcqqc9mnts73ii,,0,5,5,,0,,,,,,,,,,,,,,,,,,
38,08-533 / 08-733 / 19-608 / 95-818,j84mf0plosw3e0,"Privacy Policy, Law, and Technology","Samuel Nzaramba, Rebecca Balebako, Javed Ramjohn, Rebecca Balebako, Lucy-Anna Kelly, Lujo Bauer",Fall 2017,j84mf0plosw3e0,25.0,0,182,61,2972.0,8,3.0,7.0,119.0,14.0,irf91qgmdry624,58.0,0.0,4.0,68.0,13.0,irf9dgznd566aq,47.0,1.0,5.0,27.0,12.0,isgz41coceq47g,52.0
10,14821,jcqtm2s8xz313o,Cloud Security,None,Spring 2018,jcqtm2s8xz313o,,0,6,6,,0,,,,,,,,,,,,,,,,,,
2,73359-A,jcqwqygihed6g9,Benefit-Cost Analysis,None,Spring 2018,jcqwqygihed6g9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
59,06261-A,jcqzqnb1pzq3iy,Fluid Mechanics,"Shelley Anna, Martin Burton, Cathy (Siying) Li, ni zhan, avendett@andrew.cmu.edu, Michelle Bai",Spring 2018,jcqzqnb1pzq3iy,1.0,0,9,7,,0,,,,,,,,,,,,,,,,,,
2,48332,jcr1mh0l7f35if,Teaching and Learning,None,Spring 2018,jcr1mh0l7f35if,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,09760,jcr2tjz97h12d4,The Molecular Basis of Polymer Mechanics,None,Spring 2018,jcr2tjz97h12d4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
36,18748,jcr3zm5hmwn51i,Wireless Sensor Networks,"iljoo baek, Mengwen He, Raj Rajkumar",Spring 2018,jcr3zm5hmwn51i,30.0,0,119,58,4837.0,9,2.0,3.0,60.0,8.0,hkxe0t17os93dq,38.0,0.0,5.0,90.0,7.0,isg1unbjpxlj1,42.0,1.0,5.0,63.0,6.0,ixxob2ibu4hp8,42.0
2,80315,jcr7bl3xw6t3o2,Modal Logic,None,Spring 2018,jcr7bl3xw6t3o2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,62360,jcrnzdw1ts37bd,Photographers and Photography Since World War II,None,Spring 2018,jcrnzdw1ts37bd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,48728-A,jcrpgxwwnmc62a,Special Topics in BPD:  Modular Sustainability: EcoPods for Interactive Learning,None,Spring 2018,jcrpgxwwnmc62a,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,03116-W,jcrs1o1kw8a6e2,Phage Genomics Research,None,Spring 2018,jcrs1o1kw8a6e2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,79470-W,jcrt95a3rpw2a5,Simulating Conflict Resolution : Simulating Conflict Resolution,None,Spring 2018,jcrt95a3rpw2a5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,03365-A,jcrtyvv8kyq5rk,Neural Correlates of Learning and Memory,None,Spring 2018,jcrtyvv8kyq5rk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,27514,jcruufg6dcb205,Applied Nanoscience and Nanotechnology,None,Spring 2018,jcruufg6dcb205,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,21882-A,jcrxruinlsw4je,Stochastic Control and Applications in Finance,None,Spring 2018,jcrxruinlsw4je,,0,5,5,,0,,,,,,,,,,,,,,,,,,
23,95791-Z4,jcs0lyjdgpy4fs,Data Mining,"Karen Chen, Pranav Bhatt",Spring 2018,jcs0lyjdgpy4fs,43.0,0,183,72,1057.0,2,0.0,21.0,55.0,43.0,je5v450gbk47no,59.0,2.0,3.0,44.0,9.0,je5v45jlntm7o0,43.0,0.0,1.0,30.0,6.0,je5v45rjifi7o8,42.0
1,18701-A3,jcs152cbkkrjy,Technical Writing for Engineers:   Linguistic Foundations,None,Spring 2018,jcs152cbkkrjy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
22,04-602,jcs6r7lrdyh2qg,MSIT First-Year Seminar,"Fred Ochieng, Lucy-Anna Kelly, Vijayakumar Bhagavatula",Spring 2018,jcs6r7lrdyh2qg,2.0,0,25,14,,3,,,,,,,,,,,,,,,,,,
20,70492-A,jcs6us4weza1a7,Investment  Analysis,Burton Hollifield,Spring 2018,jcs6us4weza1a7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,90832-A3,jcs7vh80yqbp,Health Law,None,Spring 2018,jcs7vh80yqbp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,45898-E3,jcsa3jjkhl564p,Writing for Managers 17-18 E3,None,Spring 2018,jcsa3jjkhl564p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,60223-A,jcsa9ey8il22s6,IDeATE: Introduction to Physical Computing,None,Spring 2018,jcsa9ey8il22s6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
13,73274-1,jcshzg52xv618q,Econometrics I,"Sinan Sarpca, Wenting Yu",Spring 2018,jcshzg52xv618q,1.0,0,9,7,,0,,,,,,,,,,,,,,,,,,
6,62478,jcsj0yj2quh7i5,IDeATe: digiTOOL,None,Spring 2018,jcsj0yj2quh7i5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,70350-A,jcsniqr7pg71ax,Acting for Business,None,Spring 2018,jcsniqr7pg71ax,,0,6,6,,0,,,,,,,,,,,,,,,,,,
2,99361-C,jct0fk88roc362,Storytelling with Machines,None,Spring 2018,jct0fk88roc362,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,76221-A,jct7e8t65ck79v,Books You Should Have Read By Now - Modern British Classics,None,Spring 2018,jct7e8t65ck79v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,76270-I,jctbpqd13ng7f,Writing for the Professions,None,Spring 2018,jctbpqd13ng7f,,0,5,5,,0,,,,,,,,,,,,,,,,,,
8,95759-A3,jctc4pfhp0tb5,Malicious Code Analysis,None,Spring 2018,jctc4pfhp0tb5,,0,6,6,,0,,,,,,,,,,,,,,,,,,
1,03344,jcte0fyngbz1qm,Experimental Biochemistry,None,Spring 2018,jcte0fyngbz1qm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,79249-A,jctfrmxxdot3v3,20th/21st Century U.S. History,None,Spring 2018,jctfrmxxdot3v3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
33,49-807,jctmgnt2g512av,Exponential Innovation,"Tarun Wadhwa, Paula Junn",Spring 2018,jctmgnt2g512av,3.0,0,569,305,305.0,3,1.0,0.0,81.0,63.0,iy1rheweye37ly,280.0,0.0,5.0,72.0,31.0,j6h0arzbdw246i,300.0,0.0,1.0,60.0,20.0,iy0vlzmelcosk,299.0
6,18601,jcto8jr1e0b273,Entrepreneurship and Innovation in Technology,None,Spring 2018,jcto8jr1e0b273,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,90808,jctoeh579w8c6,Energy Policy,Jeffrey Kupfer,Spring 2018,jctoeh579w8c6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,90885-W3,jctytrqwyhq1x7,Data Visualization and Dashboards,None,Spring 2018,jctytrqwyhq1x7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,90823-A,jctz805pke94q9,Program Evaluation,Matthew Jannetti,Spring 2018,jctz805pke94q9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,19681,jcunge2bgqg3x4,Managerial and Engineering Economics,None,Spring 2018,jcunge2bgqg3x4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,76824-A,jcupmtf8q02560,"The History, Theory, and Practice of Writing Instruction",Danielle Zawodny Wetzel,Spring 2018,jcupmtf8q02560,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,42402,jcuxslk1q2f55d,BME Design Project,None,Spring 2018,jcuxslk1q2f55d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
12,04801,jesgbu9qpz93oz,IT Innovation and Business in Africa,"Aneth Batamuliza, msaint@rwanda.cmu.edu",Summer 2018,jesgbu9qpz93oz,1.0,0,11,9,,0,,,,,,,,,,,,,,,,,,
16,04801,jcuz6uik7fg2h0,IT Innovation and Business in Africa,Tewodros Wondimu Robi,Spring 2018,jcuz6uik7fg2h0,,0,11,9,,2,,,,,,,,,,,,,,,,,,
21,18843,jcv20smfiwg4mf,Mobile Computing Systems and Applications,None,Spring 2018,jcv20smfiwg4mf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,27202,jcv2fo4erud15k,Defects in Materials,None,Spring 2018,jcv2fo4erud15k,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,57425,jcv6squj1b117x,Expanded Music Performance,None,Spring 2018,jcv6squj1b117x,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,48720-A,jcv7g7nuw3hbb,"Planning by Design: Campuses, Waterfronts, Districts, and Cities",None,Spring 2018,jcv7g7nuw3hbb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,24629-A,jcvbdfahu6i59j,Direct Solar and Thermal Energy Conversion,None,Spring 2018,jcvbdfahu6i59j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,95758-K,jcvbqc6hc8y68d,Network and Internet Security - NIS 95-758 Adelaide,None,Spring 2018,jcvbqc6hc8y68d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,54166,jcvjo3ipy0875o,Introduction to Sound Design for Theatre,None,Spring 2018,jcvjo3ipy0875o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,82198-C,jcw4p2z7n60sv,Research Training: Modern Languages,None,Spring 2018,jcw4p2z7n60sv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,67272-W-X,jcx2ijdbl8w6j,Application Design and Development,None,Spring 2018,jcx2ijdbl8w6j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,18898,jcxev7df2yn4qr,"Special Topics in Signal Processing: Sparsity, Structure, and Inference",None,Spring 2018,jcxev7df2yn4qr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,CMUIII,jcxrvx7z89kq,CMUiii,None,Spring 2018,jcxrvx7z89kq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,12358,jcxsgpxgdge4f5,Materials Lab,None,Spring 2018,jcxsgpxgdge4f5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,67359-W,jcxu10uel866cl,Design Fundamentals II,None,Spring 2018,jcxu10uel866cl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,54191-A,jcyastavnwo482,Acting for Non-Majors - Identity and Performance,None,Spring 2018,jcyastavnwo482,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,79335-A,jcz7oosd7a81ya,Drug Use and Drug Policy,None,Spring 2018,jcz7oosd7a81ya,,0,5,5,,0,,,,,,,,,,,,,,,,,,
6,88221-A,jczohkdryqb5yh,Analytical Foundations of Public Policy,Eric Silver,Spring 2018,jczohkdryqb5yh,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,02250-W,jczte0tgksu6ad,Introduction to Computational Biology,None,Spring 2018,jczte0tgksu6ad,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,94808-A,jd0di1up63g3zs,Management Consulting,None,Spring 2018,jd0di1up63g3zs,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,27715-A,jd0ioc7fmi76bb,Applied Magnetism and Magnetic Materials,None,Spring 2018,jd0ioc7fmi76bb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,85446,jd0j4p8bszq5bv,Psychology of Gender,None,Spring 2018,jd0j4p8bszq5bv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
7,06464,jd0v4x5x22sy4,Chemical Engineering Process Control,None,Spring 2018,jd0v4x5x22sy4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,54328,jd10krh22w720u,Advanced Digital Sound Design Skills,None,Spring 2018,jd10krh22w720u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,11797-A,jd119vowne93wf,Question Answering,None,Spring 2018,jd119vowne93wf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,99353,jd1rlgi6grd5yr,IDeATe: SolidWorks and Laser Cutting,None,Spring 2018,jd1rlgi6grd5yr,,0,7,7,,0,,,,,,,,,,,,,,,,,,
3,02602,jd25y88sm8mzm,Professional Issues in Computational Biology,Stephanie Alexandra Wong-Noonan,Spring 2018,jd25y88sm8mzm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
20,21269-1,jd28cco6ote19f,Vector Analysis,None,Spring 2018,jd28cco6ote19f,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,60357-A,jd2noll8xka19,Critical Studies: The Nation's Nature: Art & the American Landscape,None,Spring 2018,jd2noll8xka19,,0,5,5,,0,,,,,,,,,,,,,,,,,,
5,82333-B,jd34cax52xf6eb,Introduction to Chinese Language and Culture,None,Spring 2018,jd34cax52xf6eb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,82135-A,jd3cpxw8qo84lr,Elementary Chinese for Heritage Students,None,Spring 2018,jd3cpxw8qo84lr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,84322,jd3f5cjsyg93ff,Nonviolent Conflict and Revolution,None,Spring 2018,jd3f5cjsyg93ff,,0,5,5,,0,,,,,,,,,,,,,,,,,,
0,48706-A,jd3h3d5r3iu4p,Urban Design Studio II,None,Spring 2018,jd3h3d5r3iu4p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
19,95722-Z4,jd3zjc7cl9w4fz,Digital Transformation,"Banu Prakash Nallani, David Riel",Spring 2018,jd3zjc7cl9w4fz,1.0,0,207,20,171974.0,13,,,,,,,,,,,,,,,,,,
2,27357-A3,jd4luem0uak3y5,Introduction to Materials Selection,None,Spring 2018,jd4luem0uak3y5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,67279-A3,jd4ynqa65hw1wk,Introduction to Geographical Information Systems,None,Spring 2018,jd4ynqa65hw1wk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
37,16-761,jd5368lrvqq3nx,Mobile Robots,Alonzo Kelly,Spring 2018,jd5368lrvqq3nx,24.0,0,143,53,13859.0,14,7.0,16.0,81.0,33.0,isgbqrp4l0i5j6,45.0,3.0,6.0,87.0,11.0,j6wjfi429sb1to,43.0,2.0,5.0,60.0,11.0,j6p5nvno7su5jn,33.0
2,98283-A,jd540tgxvm03de,Student Taught Courses (StuCo): Beginner Hula Hooping and Intro to Hoop Dance,None,Spring 2018,jd540tgxvm03de,,0,5,5,,0,,,,,,,,,,,,,,,,,,
3,90789-A,jd5gayw0lud7nk,Sustainable Community Development,None,Spring 2018,jd5gayw0lud7nk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,65202-A,jd5ils1asif38h,"Humanities Scholars IV - Seeing the Americas: Representations and Practices, from South to North",None,Spring 2018,jd5ils1asif38h,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,Writing 101,jd640bjfbn13dt,"Using Canvas for frequent, low-stakes practice with writing","Chris Blakesley, Jessica Harrell",Spring 2018,jd640bjfbn13dt,,0,17,7,,2,,,,,,,,,,,,,,,,,,
0,57609-A,jd64h09d42j6g9,Music History for Graduate Students II,None,Spring 2018,jd64h09d42j6g9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,09322,jd6gggtsjyf7o0,Laboratory IV: Molecular Spectroscopy and Dynamics,None,Spring 2018,jd6gggtsjyf7o0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
4,21257-W,jd7slfzpit11zx,Models and Methods for Optimization,None,Spring 2018,jd7slfzpit11zx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,08998,jd7uct8nep44i,Societal Computing Practicum,None,Spring 2018,jd7uct8nep44i,,0,5,5,,0,,,,,,,,,,,,,,,,,,
2,80330-A,jd828n68kdq6yo,Ethical Theory,None,Spring 2018,jd828n68kdq6yo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,76382,jd82yixj17p3zp,"Media: Past, Present, and Future",None,Spring 2018,jd82yixj17p3zp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
1,76408,jd8ocu6naib5mo,Culture and Globalization,None,Spring 2018,jd8ocu6naib5mo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
