0_answers,0_clear_goals,0_course_name,0_course_rate,0_course_requirements,0_dept,0_feedback,0_hrs_week,0_level,0_num,0_prof_interest,0_respect,0_semester,0_semester_int,0_students,0_subject_importance,0_subject_matter,0_teaching_rate,0_year,1_answers,1_clear_goals,1_course_name,1_course_rate,1_course_requirements,1_dept,1_feedback,1_hrs_week,1_level,1_num,1_prof_interest,1_respect,1_semester,1_semester_int,1_students,1_subject_importance,1_subject_matter,1_teaching_rate,1_year,2_answers,2_clear_goals,2_course_name,2_course_rate,2_course_requirements,2_dept,2_feedback,2_hrs_week,2_level,2_num,2_prof_interest,2_respect,2_semester,2_semester_int,2_students,2_subject_importance,2_subject_matter,2_teaching_rate,2_year,frequency
11,4.91,SP TPC SIGNL PROCSNG,4.82,4.82,ECE,4.64,22.82,Graduate,18799,4.82,4.82,Fall,9,14,4.82,4.82,4.82,2016,53,4.355471698113208,SP TPC SIGNL PROCSNG,4.474528301886792,4.493396226415094,ECE,4.399433962264151,10.254716981132075,Graduate,18799,4.4743396226415095,4.550566037735849,Spring,1,69,4.531698113207547,4.3999999999999995,4.41811320754717,2016,28,4.501071428571429,SP TPC SIGNL PROCSNG,4.498928571428571,4.460357142857142,ECE,4.2960714285714285,15.037499999999998,Graduate,18799,4.568928571428572,4.7175,Fall,9,34,4.786785714285714,4.602857142857142,4.573571428571428,2015,101
53,4.355471698113208,SP TPC SIGNL PROCSNG,4.474528301886792,4.493396226415094,ECE,4.399433962264151,10.254716981132075,Graduate,18799,4.4743396226415095,4.550566037735849,Spring,1,69,4.531698113207547,4.3999999999999995,4.41811320754717,2016,28,4.501071428571429,SP TPC SIGNL PROCSNG,4.498928571428571,4.460357142857142,ECE,4.2960714285714285,15.037499999999998,Graduate,18799,4.568928571428572,4.7175,Fall,9,34,4.786785714285714,4.602857142857142,4.573571428571428,2015,43,4.231162790697675,SP TPC SIGNL PROCSNG,4.165813953488372,4.301627906976744,ECE,4.230697674418605,11.371627906976745,Graduate,18799,4.257209302325581,4.419302325581396,Spring,1,63,4.232325581395349,4.183488372093023,4.069302325581395,2015,101
3,5.0,SP TPC SIGNL PROCSNG,4.67,5.0,ECE,5.0,11.0,Graduate,18799,5.0,5.0,Fall,9,3,5.0,5.0,5.0,2017,11,4.91,SP TPC SIGNL PROCSNG,4.82,4.82,ECE,4.64,22.82,Graduate,18799,4.82,4.82,Fall,9,14,4.82,4.82,4.82,2016,53,4.355471698113208,SP TPC SIGNL PROCSNG,4.474528301886792,4.493396226415094,ECE,4.399433962264151,10.254716981132075,Graduate,18799,4.4743396226415095,4.550566037735849,Spring,1,69,4.531698113207547,4.3999999999999995,4.41811320754717,2016,110
13,4.695384615384615,DISTRIBUTED SYSTEMS,4.464615384615384,4.618461538461538,ECE,4.233846153846153,15.76923076923077,Graduate,18842,4.6923076923076925,4.849230769230769,Spring,1,15,4.618461538461538,4.538461538461538,4.538461538461538,2017,46,4.543043478260869,DISTRIBUTED SYSTEMS,4.106521739130435,4.5456521739130435,ECE,4.000869565217392,15.686086956521738,Graduate,18842,4.39,4.5917391304347825,Spring,1,47,4.412608695652175,4.2843478260869565,4.289130434782609,2016,74,4.23,DISTRIBUTED SYSTEMS,3.7600000000000002,4.11,ECE,3.78,13.25,Graduate,18842,4.11,4.31,Spring,1,74,4.19,4.07,3.8999999999999995,2015,1
12,4.75,MOBLE PERVASIVE COMP,4.585,4.75,ECE,4.75,14.199999999999998,Graduate,18843,4.67,4.83,Fall,9,18,4.75,4.75,4.75,2016,5,3.8,MOBLE PERVASIVE COMP,4.4,4.0,ECE,4.6,12.33,Graduate,18843,4.8,5.0,Spring,1,8,4.6,4.6,4.6,2016,12,4.33,MOBLE PERVASIVE COMP,4.17,4.33,ECE,4.42,11.674999999999999,Graduate,18843,4.33,4.67,Fall,9,16,4.5,4.415,4.33,2015,101
5,3.8,MOBLE PERVASIVE COMP,4.4,4.0,ECE,4.6,12.33,Graduate,18843,4.8,5.0,Spring,1,8,4.6,4.6,4.6,2016,12,4.33,MOBLE PERVASIVE COMP,4.17,4.33,ECE,4.42,11.674999999999999,Graduate,18843,4.33,4.67,Fall,9,16,4.5,4.415,4.33,2015,9,4.0,MOBLE PERVASIVE COMP,4.56,4.11,ECE,4.44,11.33,Graduate,18843,4.67,4.78,Spring,1,12,4.56,4.0,4.56,2015,101
11,4.0,MOBLE PERVASIVE COMP,4.0,4.0,ECE,4.0,11.0,Graduate,18843,4.27,4.45,Spring,1,11,4.0,4.09,4.18,2017,12,4.75,MOBLE PERVASIVE COMP,4.585,4.75,ECE,4.75,14.199999999999998,Graduate,18843,4.67,4.83,Fall,9,18,4.75,4.75,4.75,2016,5,3.8,MOBLE PERVASIVE COMP,4.4,4.0,ECE,4.6,12.33,Graduate,18843,4.8,5.0,Spring,1,8,4.6,4.6,4.6,2016,101
11,4.91,INTERNET SERVICES,4.82,4.82,ECE,4.64,10.73,Graduate,18845,4.91,4.91,Spring,1,14,4.82,4.73,4.91,2017,5,4.4,INTERNET SERVICES,4.6,4.4,ECE,4.4,10.4,Graduate,18845,4.6,4.6,Spring,1,9,4.8,4.8,4.6,2016,11,4.91,INTERNET SERVICES,4.91,4.91,ECE,4.91,13.5,Graduate,18845,4.82,4.91,Spring,1,14,5.0,4.91,4.91,2015,1
26,4.230769230769231,SP TPCS CPMTR SYSTMS,4.227307692307692,4.345,ECE,3.7696153846153844,9.27,Graduate,18847,4.501538461538461,4.768076923076923,Fall,9,32,4.387307692307692,4.151153846153846,4.227307692307692,2017,16,4.38,SP TPCS CPMTR SYSTMS,4.47,4.31,ECE,4.19,15.27,Graduate,18847,4.5,4.5,Spring,1,20,4.5,4.5,4.5,2017,23,4.737826086956522,SP TPCS CPMTR SYSTMS,4.737826086956522,4.783478260869566,ECE,4.742173913043478,8.566521739130435,Graduate,18847,5.0,4.957391304347826,Spring,1,26,4.873913043478261,4.915652173913044,4.873913043478261,2015,11
25,4.8,SPCL TPCS EMBD SYSM,4.64,4.8,ECE,4.72,7.63,Graduate,18848,4.84,4.84,Spring,1,30,4.88,4.84,4.84,2017,15,4.8,SPCL TPCS EMBD SYSM,4.8,4.67,ECE,4.929999999999999,8.859999999999998,Graduate,18848,4.87,4.929999999999999,Spring,1,19,5.0,4.929999999999999,5.0,2016,7,4.86,SPCL TPCS EMBD SYSM,4.43,4.86,ECE,4.57,9.290000000000001,Graduate,18848,4.43,4.71,Spring,1,12,4.71,4.57,4.43,2015,1
13,4.846153846153846,SPC TPCS IN COMM,4.6923076923076925,4.849230769230769,ECE,4.461538461538462,15.76923076923077,Graduate,18858,4.695384615384615,4.849230769230769,Fall,9,14,4.769230769230769,4.769230769230769,4.772307692307693,2017,2,5.0,SPC TPCS IN COMM,5.0,5.0,ECE,5.0,21.0,Graduate,18858,5.0,5.0,Fall,9,3,5.0,5.0,5.0,2016,5,4.2,SPECIAL TPCS IN COMM,3.8,4.2,ECE,4.2,11.8,Graduate,18858,4.2,4.4,Spring,1,8,4.2,4.0,4.0,2016,110
10,4.7,SPC TPCS COM,4.9,4.8,ECE,5.0,9.6,Graduate,18859,4.9,5.0,Fall,9,11,4.9,4.7,4.8,2016,8,4.0,SP TPC COMMNCATION,4.375,4.125,ECE,4.25,9.5,Graduate,18859,4.375,4.75,Spring,1,16,4.5,4.625,4.375,2016,3,4.67,SP TPC COMMNCATION,4.33,4.33,ECE,4.67,8.0,Graduate,18859,4.67,5.0,Spring,1,6,4.67,4.67,4.33,2015,11
13,4.618461538461538,SPC TPCS COM,4.770769230769231,4.695384615384615,ECE,4.695384615384615,11.233076923076924,Graduate,18859,4.695384615384615,4.923846153846153,Fall,9,19,4.693846153846154,4.8476923076923075,4.695384615384615,2017,14,5.0,SPC TPCS COM,5.0,5.0,ECE,4.93,14.64,Graduate,18859,5.0,4.93,Spring,1,15,4.93,4.93,5.0,2017,10,4.7,SPC TPCS COM,4.9,4.8,ECE,5.0,9.6,Graduate,18859,4.9,5.0,Fall,9,11,4.9,4.7,4.8,2016,101
14,5.0,SPC TPCS COM,5.0,5.0,ECE,4.93,14.64,Graduate,18859,5.0,4.93,Spring,1,15,4.93,4.93,5.0,2017,10,4.7,SPC TPCS COM,4.9,4.8,ECE,5.0,9.6,Graduate,18859,4.9,5.0,Fall,9,11,4.9,4.7,4.8,2016,8,4.0,SP TPC COMMNCATION,4.375,4.125,ECE,4.25,9.5,Graduate,18859,4.375,4.75,Spring,1,16,4.5,4.625,4.375,2016,101
17,4.18,ENG ECON EL ENGY SYS,4.24,4.18,ECE,4.35,9.41,Graduate,18875,4.65,4.59,Spring,1,23,4.35,4.06,4.18,2017,14,4.43,ENG ECON EL ENGY SYS,4.21,4.07,ECE,4.0,12.31,Graduate,18875,4.5,4.43,Spring,1,16,4.5,4.21,4.21,2016,13,4.38,ENG ECON EL ENGY SYS,4.08,4.0,ECE,4.23,9.62,Graduate,18875,4.38,4.77,Spring,1,17,4.62,4.08,4.23,2015,1
14,4.21,SP TPCS SYSTMS CONTR,4.21,4.36,ECE,4.29,10.570000000000002,Graduate,18879,4.36,4.79,Fall,9,17,4.29,3.93,4.14,2016,5,5.0,SP TPCS SYSTMS CONTR,4.6,5.0,ECE,4.4,11.0,Graduate,18879,4.6,5.0,Fall,9,5,4.8,4.6,4.6,2015,17,4.88,SP TPCS SYSTMS CONTR,4.41,4.82,ECE,4.41,14.71,Graduate,18879,4.76,4.94,Spring,1,18,4.47,4.59,4.59,2015,110
26,4.820384615384616,SP TPC IN ENGY SYS,4.808461538461538,4.845384615384615,ECE,4.923076923076923,12.087307692307691,Graduate,18883,4.832692307692308,5.0,Fall,9,33,4.885384615384615,4.629615384615385,4.5903846153846155,2017,7,4.714285714285714,SP TPC IN ENGY SYS,5.0,5.0,ECE,4.428571428571429,10.571428571428571,Graduate,18883,4.857142857142857,4.857142857142857,Spring,1,8,4.857142857142857,5.0,4.857142857142857,2017,9,4.779999999999999,SP TPC IN ENGY SYS,4.49,4.779999999999999,ECE,4.89,10.113333333333333,Graduate,18883,4.886666666666667,5.0,Fall,9,9,4.666666666666667,4.666666666666667,4.67,2016,101
7,4.714285714285714,SP TPC IN ENGY SYS,5.0,5.0,ECE,4.428571428571429,10.571428571428571,Graduate,18883,4.857142857142857,4.857142857142857,Spring,1,8,4.857142857142857,5.0,4.857142857142857,2017,9,4.779999999999999,SP TPC IN ENGY SYS,4.49,4.779999999999999,ECE,4.89,10.113333333333333,Graduate,18883,4.886666666666667,5.0,Fall,9,9,4.666666666666667,4.666666666666667,4.67,2016,3,4.666666666666667,SP TPC IN ENGY SYS,4.0,4.333333333333333,ECE,3.3333333333333335,10.0,Graduate,18883,4.333333333333333,4.0,Spring,1,7,4.333333333333333,4.666666666666667,4.333333333333333,2016,101
78,3.8970512820512826,SP TPC SIGNAL PROC,3.7166666666666663,3.8603846153846155,ECE,3.0656410256410256,14.377948717948717,Graduate,18899,3.872179487179487,4.628717948717949,Fall,9,101,4.053717948717948,3.770512820512821,3.652948717948718,2016,40,4.37425,SP TPC SIGNAL PROC,4.27525,4.23125,ECE,4.20025,10.7895,Graduate,18899,4.549250000000001,4.748749999999999,Spring,1,67,4.523999999999999,4.225499999999999,4.27425,2016,60,4.299333333333333,SP TPC SIGNAL PROC,4.205666666666667,4.1338333333333335,ECE,3.867333333333333,12.456333333333333,Graduate,18899,4.233666666666666,4.759833333333334,Fall,9,86,4.369333333333333,4.121666666666667,4.052666666666666,2015,101
40,4.37425,SP TPC SIGNAL PROC,4.27525,4.23125,ECE,4.20025,10.7895,Graduate,18899,4.549250000000001,4.748749999999999,Spring,1,67,4.523999999999999,4.225499999999999,4.27425,2016,60,4.299333333333333,SP TPC SIGNAL PROC,4.205666666666667,4.1338333333333335,ECE,3.867333333333333,12.456333333333333,Graduate,18899,4.233666666666666,4.759833333333334,Fall,9,86,4.369333333333333,4.121666666666667,4.052666666666666,2015,38,4.623421052631579,SP TPC SIGNAL PROC,4.575,4.497368421052632,ECE,4.315526315789474,15.349736842105262,Graduate,18899,4.5513157894736835,4.791842105263158,Spring,1,44,4.629736842105262,4.526052631578947,4.5228947368421055,2015,101
1,5.0,SP TPC SIGNAL PROC,5.0,5.0,ECE,5.0,11.0,Graduate,18899,5.0,5.0,Fall,9,2,5.0,5.0,5.0,2017,89,3.7173033707865164,SP TPC SIGNAL PROC,3.471685393258427,3.6514606741573035,ECE,3.2017977528089885,11.167191011235953,Graduate,18899,3.6996629213483145,4.126067415730337,Spring,1,122,3.79561797752809,3.66561797752809,3.650786516853932,2017,78,3.8970512820512826,SP TPC SIGNAL PROC,3.7166666666666663,3.8603846153846155,ECE,3.0656410256410256,14.377948717948717,Graduate,18899,3.872179487179487,4.628717948717949,Fall,9,101,4.053717948717948,3.770512820512821,3.652948717948718,2016,101
89,3.7173033707865164,SP TPC SIGNAL PROC,3.471685393258427,3.6514606741573035,ECE,3.2017977528089885,11.167191011235953,Graduate,18899,3.6996629213483145,4.126067415730337,Spring,1,122,3.79561797752809,3.66561797752809,3.650786516853932,2017,78,3.8970512820512826,SP TPC SIGNAL PROC,3.7166666666666663,3.8603846153846155,ECE,3.0656410256410256,14.377948717948717,Graduate,18899,3.872179487179487,4.628717948717949,Fall,9,101,4.053717948717948,3.770512820512821,3.652948717948718,2016,40,4.37425,SP TPC SIGNAL PROC,4.27525,4.23125,ECE,4.20025,10.7895,Graduate,18899,4.549250000000001,4.748749999999999,Spring,1,67,4.523999999999999,4.225499999999999,4.27425,2016,101
2,4.5,READING & RESEARCH,4.5,4.5,ECE,4.5,20.5,Graduate,18990,4.5,4.5,Summer,5,4,4.5,4.5,4.5,2017,1,5.0,READING & RESEARCH,5.0,5.0,ECE,5.0,27.0,Graduate,18990,5.0,5.0,Summer,5,6,5.0,5.0,5.0,2016,5,4.6,READING & RESEARCH,4.8,4.6,ECE,4.6,20.8,Graduate,18990,4.6,4.6,Summer,5,12,4.8,4.6,4.6,2015,1
16,4.75,INTRO ENGR & PUB POL,4.63,4.56,EPP,4.63,10.06,Undergraduate,19101,4.63,4.81,Fall,9,18,4.75,4.38,4.56,2016,45,4.22,INTRO ENGR & PUB POL,3.9100000000000006,4.13,EPP,4.16,8.96,Undergraduate,19101,4.58,4.84,Spring,1,65,4.31,3.98,4.09,2016,54,4.07,INTRO ENGR & PUB POL,3.2200000000000006,3.89,EPP,3.67,7.43,Undergraduate,19101,4.46,4.55,Spring,1,89,4.06,3.6299999999999994,3.7799999999999994,2015,11
11,4.82,INTRO ENGR & PUB POL,4.55,4.91,EPP,4.64,6.64,Undergraduate,19101,4.82,5.0,Fall,9,16,4.73,4.73,4.73,2017,36,4.67,INTRO ENGR & PUB POL,4.46,4.61,EPP,4.53,8.08,Undergraduate,19101,4.92,4.92,Spring,1,59,4.77,4.67,4.64,2017,16,4.75,INTRO ENGR & PUB POL,4.63,4.56,EPP,4.63,10.06,Undergraduate,19101,4.63,4.81,Fall,9,18,4.75,4.38,4.56,2016,101
36,4.67,INTRO ENGR & PUB POL,4.46,4.61,EPP,4.53,8.08,Undergraduate,19101,4.92,4.92,Spring,1,59,4.77,4.67,4.64,2017,16,4.75,INTRO ENGR & PUB POL,4.63,4.56,EPP,4.63,10.06,Undergraduate,19101,4.63,4.81,Fall,9,18,4.75,4.38,4.56,2016,45,4.22,INTRO ENGR & PUB POL,3.9100000000000006,4.13,EPP,4.16,8.96,Undergraduate,19101,4.58,4.84,Spring,1,65,4.31,3.98,4.09,2016,101
18,5.0,EPP SOPHOMORE SEMR,4.94,5.0,EPP,4.78,2.0,Undergraduate,19201,4.94,5.0,Fall,9,30,5.0,4.89,5.0,2017,28,4.89,EPP SOPHOMORE SEMR,4.96,4.93,EPP,4.74,2.11,Undergraduate,19201,5.0,5.0,Fall,9,34,4.89,4.89,5.0,2016,24,4.96,EPP SOPHOMORE SEMR,4.67,4.79,EPP,4.67,2.63,Undergraduate,19201,4.92,4.88,Fall,9,35,4.88,4.79,4.83,2015,1
6,4.67,ETHCS POLICY CMPTNG,4.17,4.5,EPP,4.33,6.0,Undergraduate,19211,4.67,4.67,Spring,1,16,4.5,4.67,4.5,2017,8,4.75,ETHCS POLICY CMPTNG,4.63,4.5,EPP,4.25,5.75,Undergraduate,19211,4.75,4.63,Spring,1,16,4.63,4.63,4.63,2016,9,4.22,ETHCS POLICY CMPTNG,4.44,4.44,EPP,3.8899999999999997,5.67,Undergraduate,19211,4.44,4.78,Spring,1,15,4.67,4.22,4.33,2015,1
20,3.8,DECISION MKG MTH EPP,4.0,3.8,EPP,3.7,7.85,Undergraduate,19301,4.0,4.5,Fall,9,25,4.25,3.75,3.8,2017,11,3.55,DECISION MKG MTH EPP,3.73,3.45,EPP,4.0,6.64,Undergraduate,19301,3.9100000000000006,4.64,Fall,9,17,4.18,3.64,3.73,2016,18,4.28,DECISION MKG MTH EPP,4.18,4.11,EPP,3.83,8.0,Undergraduate,19301,4.41,4.44,Fall,9,18,4.33,4.06,4.06,2015,1
10,4.3,POLICY WRITING,4.4,4.0,EPP,4.8,8.3,Undergraduate,19325,5.0,5.0,Fall,9,11,4.6,4.4,4.7,2016,6,4.83,POLICY WRITING,4.83,4.67,EPP,5.0,11.0,Undergraduate,19325,4.83,4.83,Spring,1,10,4.67,4.5,4.83,2016,7,3.86,POLICY WRITING,3.86,3.29,EPP,4.57,11.0,Undergraduate,19325,4.71,5.0,Spring,1,9,4.43,3.57,3.71,2015,11
3,3.0,POLICY WRITING,2.67,2.67,EPP,3.67,10.0,Undergraduate,19325,3.67,3.0,Spring,1,9,3.33,2.67,3.0,2017,10,4.3,POLICY WRITING,4.4,4.0,EPP,4.8,8.3,Undergraduate,19325,5.0,5.0,Fall,9,11,4.6,4.4,4.7,2016,6,4.83,POLICY WRITING,4.83,4.67,EPP,5.0,11.0,Undergraduate,19325,4.83,4.83,Spring,1,10,4.67,4.5,4.83,2016,101
14,4.71,APPLD MTH TCH PLY AN,4.36,4.71,EPP,4.57,7.57,Undergraduate,19351,4.79,4.86,Spring,1,25,4.71,4.64,4.57,2017,26,4.81,APPLD MTH TCH PLY AN,4.655,4.7700000000000005,EPP,4.62,10.035,Undergraduate,19351,4.85,4.77,Spring,1,44,4.655,4.69,4.655,2016,28,4.36,APPLD MTH TCH PLY AN,4.285,4.21,EPP,4.325,7.339999999999999,Undergraduate,19351,4.75,4.75,Spring,1,28,4.714999999999999,4.5,4.57,2015,1
2,5.0,POL WRLSS SYS,5.0,5.0,EPP,5.0,14.0,Undergraduate,19403,5.0,5.0,Fall,9,3,5.0,5.0,5.0,2017,2,4.5,POL WRLSS SYS INTRNT,4.0,3.5,EPP,3.0,11.0,Undergraduate,19403,4.5,5.0,Fall,9,3,3.0,5.0,4.5,2016,5,4.6,POL WRLSS SYS INTRNT,4.6,4.6,EPP,4.0,9.2,Undergraduate,19403,4.4,5.0,Fall,9,6,4.8,5.0,4.8,2015,1
8,3.5,ENERGY & THE ENVRNMT,3.63,3.63,EPP,4.5,10.25,Undergraduate,19424,4.25,4.75,Fall,9,14,4.5,3.63,3.63,2017,5,4.6,ENERGY & THE ENVRNMT,4.6,4.8,EPP,4.6,6.8,Undergraduate,19424,4.8,5.0,Fall,9,11,4.6,4.4,4.6,2016,5,3.8,ENERGY & THE ENVRNMT,3.8,4.0,EPP,4.4,7.25,Undergraduate,19424,4.6,3.8,Fall,9,9,4.2,4.0,3.8,2015,1
1,5.0,SPECIAL TOPICS EPP,5.0,5.0,EPP,5.0,8.0,Undergraduate,19443,5.0,5.0,Fall,9,2,5.0,5.0,5.0,2017,3,4.33,SPECIAL TOPICS EPP,4.67,4.67,EPP,4.33,5.0,Undergraduate,19443,5.0,5.0,Fall,9,3,5.0,4.67,4.67,2016,3,3.67,SPECIAL TOPICS EPP,4.0,4.33,EPP,3.67,5.0,Undergraduate,19443,4.67,5.0,Fall,9,3,4.67,4.33,4.0,2015,1
3,4.33,SPECIAL TOPICS EPP,4.67,4.67,EPP,4.33,5.0,Undergraduate,19443,5.0,5.0,Fall,9,3,5.0,4.67,4.67,2016,3,3.67,SPECIAL TOPICS EPP,4.0,4.33,EPP,3.67,5.0,Undergraduate,19443,4.67,5.0,Fall,9,3,4.67,4.33,4.0,2015,9,4.22,SPECIAL TOPICS EPP,3.8899999999999997,4.11,EPP,4.22,5.67,Undergraduate,19443,4.44,4.44,Spring,1,9,4.33,4.11,3.8800000000000003,2015,110
22,4.318181818181818,EPP PROJECT,4.318181818181818,4.2727272727272725,EPP,4.181818181818182,12.727272727272727,Undergraduate,19451,4.409090909090909,4.5,Spring,1,60,4.363636363636363,4.318181818181818,4.2727272727272725,2017,28,2.4299999999999997,EPP PROJECT,2.43,2.3600000000000003,EPP,2.465,11.929999999999998,Undergraduate,19451,2.855,2.9299999999999997,Spring,1,32,3.0,2.4750000000000005,2.4550000000000005,2016,46,3.0893478260869567,EPP PROJECT,2.989130434782609,2.978478260869565,EPP,3.1739130434782608,11.650000000000002,Undergraduate,19451,3.4549999999999996,3.259782608695652,Spring,1,70,3.6528260869565217,3.3039130434782606,3.207826086956522,2015,1
26,4.426153846153846,EPP PROJECT,4.2153846153846155,4.384615384615385,EPP,4.3307692307692305,11.61846153846154,Undergraduate,19452,4.616923076923077,4.458461538461538,Fall,9,52,4.687692307692307,4.22,4.22,2017,20,3.75,EPP PROJECT,3.752,3.5159999999999996,EPP,3.649,13.751,Undergraduate,19452,4.15,3.9019999999999997,Fall,9,44,3.7980000000000005,3.399,3.748,2016,22,4.045000000000001,EPP PROJECT,4.23,4.045000000000001,EPP,4.2713636363636365,11.545454545454545,Undergraduate,19452,4.23,4.365,Fall,9,42,4.275454545454545,4.185,4.135909090909092,2015,1
8,3.0,EMG EN PLC,2.88,3.0,EPP,3.63,8.75,Graduate,19624,3.38,4.5,Fall,9,11,3.75,2.75,3.0,2017,18,4.22,EMG EN PLC,4.11,4.18,EPP,3.94,11.83,Graduate,19624,4.17,4.44,Fall,9,22,4.28,3.67,3.83,2016,12,4.25,ST:EMG EN PLC,3.83,3.83,EPP,3.5,11.0,Graduate,19624,4.0,4.42,Fall,9,18,4.17,3.33,3.75,2015,1
2,4.5,DYNM NETWK ANALYSIS,4.5,4.5,EPP,4.5,8.0,Graduate,19640,4.5,4.5,Spring,1,4,4.5,4.5,4.5,2017,1,5.0,DYNM NETWK ANALYSIS,4.0,5.0,EPP,5.0,11.0,Graduate,19640,5.0,5.0,Spring,1,3,5.0,4.0,4.0,2016,5,4.0,DYNM NETWK ANALYSIS,4.6,3.8,EPP,4.4,11.0,Graduate,19640,4.2,4.6,Spring,1,6,4.4,4.4,4.4,2015,1
3,4.67,SPECIAL TOPICS EPP,4.33,4.67,EPP,4.67,9.0,Graduate,19655,4.67,5.0,Fall,9,4,4.67,4.33,4.33,2017,1,4.0,SPECIAL TOPICS EPP,4.0,4.0,EPP,4.0,8.0,Graduate,19655,4.0,4.0,Fall,9,2,4.0,4.0,4.0,2016,2,4.5,SPECIAL TOPICS EPP,4.0,4.5,EPP,4.0,9.5,Graduate,19655,4.5,5.0,Fall,9,4,4.5,5.0,5.0,2015,1
22,4.095,SP TPC: CRNT ISS EPP,4.24,4.05,EPP,4.375,5.285,Graduate,19656,4.665,4.670000000000001,Spring,1,38,4.4750000000000005,4.145,4.329999999999999,2017,28,4.36,SP TPC: CRNT ISS EPP,4.325,4.64,EPP,4.534999999999999,7.36,Graduate,19656,4.569999999999999,4.825000000000001,Spring,1,30,4.3950000000000005,4.3950000000000005,4.465,2016,34,4.29,SP TPC: CRNT ISS EPP,4.265,4.29,EPP,4.295,8.39,Graduate,19656,4.5600000000000005,4.59,Spring,1,42,4.4399999999999995,4.265,4.325,2015,1
9,4.44,ENVIR POLITIC POLICY,4.67,4.22,EPP,4.44,7.33,Graduate,19665,4.67,4.67,Spring,1,11,4.88,4.67,4.56,2017,14,4.5,ENVIR POLITIC POLICY,4.29,4.57,EPP,4.36,9.290000000000001,Graduate,19665,4.43,4.79,Spring,1,17,4.5,4.21,4.21,2016,14,4.930000000000001,ENVIR POLITIC POLICY,4.57,4.930000000000001,EPP,4.5,11.215,Graduate,19665,4.86,4.785000000000001,Spring,1,16,5.0,4.86,4.785000000000001,2015,1
4,4.5,ENGY POLICY & ECONMC,4.75,4.75,EPP,4.0,12.5,Graduate,19666,4.75,5.0,Spring,1,5,4.25,4.75,4.5,2017,3,4.33,ENGY POLICY & ECONMC,4.33,4.67,EPP,3.67,8.0,Graduate,19666,4.67,5.0,Spring,1,8,4.33,4.33,5.0,2016,2,5.0,ENGY POLICY & ECONMC,5.0,5.0,EPP,4.5,8.0,Graduate,19666,4.5,5.0,Spring,1,2,5.0,4.5,5.0,2015,1
11,4.64,QUAN ENTPR TECH COMM,4.55,4.45,EPP,4.18,17.91,Graduate,19670,4.55,4.09,Fall,9,13,4.55,4.0,4.09,2017,32,4.535,QUAN ENTPR TECH COMM,4.56,4.505,EPP,4.785,20.17,Graduate,19670,4.8149999999999995,4.75,Fall,9,48,4.75,4.56,4.5649999999999995,2016,48,4.335,QUAN ENTPR TECH COMM,4.34,4.3999999999999995,EPP,4.355,14.395000000000001,Graduate,19670,4.33,4.6049999999999995,Spring,1,54,4.46,4.495,4.415,2015,110
25,4.33,E&TIM SEM INNV MN PC,4.2,4.52,EPP,4.16,4.25,Graduate,19680,4.72,4.44,Spring,1,28,4.48,4.48,4.36,2017,23,3.83,E&TIM SEM INNV MN PC,3.61,3.87,EPP,3.65,5.78,Graduate,19680,4.3,4.3,Spring,1,30,4.35,4.09,3.83,2016,24,3.92,E&TIM SEM INNV MN PC,3.7099999999999995,4.0,EPP,3.83,4.38,Graduate,19680,4.04,4.29,Spring,1,28,4.04,3.9599999999999995,3.92,2015,1
25,3.64,MANAGERIAL ENG ECON,3.32,3.76,EPP,2.56,6.2,Graduate,19681,3.64,3.25,Spring,1,28,3.84,3.6,3.24,2017,22,3.86,MANAGERIAL ENG ECON,3.45,4.05,EPP,2.73,8.59,Graduate,19681,3.55,3.73,Spring,1,30,4.32,3.5899999999999994,3.55,2016,24,4.38,MANAGERIAL ENG ECON,4.29,4.42,EPP,3.7900000000000005,7.25,Graduate,19681,4.33,4.38,Spring,1,30,4.75,4.46,4.25,2015,1
70,4.745,STRAT MGT TECH INNOV,4.8,4.645,EPP,4.609999999999999,9.72,Graduate,19682,4.8149999999999995,4.725,Spring,1,72,4.6850000000000005,4.655,4.585,2017,46,4.3500000000000005,STRAT MGT TECH INNOV,4.63,4.37,EPP,4.305000000000001,12.37,Graduate,19682,4.4799999999999995,4.54,Spring,1,64,4.4799999999999995,4.41,4.39,2016,40,4.075,STRAT MGT TECH INNOV,4.0,4.025,EPP,3.5,9.575,Graduate,19682,3.9849999999999994,4.275,Spring,1,54,4.125,4.15,4.0,2015,1
17,4.12,ENGR & TECH INNOV MG,4.24,4.0,EPP,4.12,6.59,Graduate,19684,4.47,4.4,Fall,9,27,4.53,4.13,4.13,2017,17,3.41,ENGR & TECH INNOV MG,3.53,3.71,EPP,3.65,11.69,Graduate,19684,4.0,4.24,Fall,9,29,4.24,3.76,3.8799999999999994,2016,21,3.6199999999999997,ENGR & TECH INNOV MG,3.57,3.52,EPP,3.71,6.0,Graduate,19684,4.0,3.95,Fall,9,26,3.8600000000000003,3.76,3.8600000000000003,2015,1
4,4.25,ST: NEW TECH COMM,4.5,3.75,EPP,4.0,13.25,Graduate,19686,4.5,4.5,Spring,1,4,4.5,4.33,4.0,2017,1,2.0,NEW TECH COMM PUBPOL,3.0,2.0,EPP,2.0,5.0,Graduate,19686,3.0,3.0,Spring,1,5,4.0,3.0,2.0,2016,5,3.8,NEW TECH COMM PUBPOL,3.8,3.8,EPP,4.4,10.0,Graduate,19686,4.2,4.4,Spring,1,8,4.0,3.8,4.2,2015,1
